daily_study_hours,social_media_hours,tv_hours,part_time_job,sleep_hours,diet_quality,exercise_frequency_weekly,mental_health_rating,extracurricular_participation
3.8,2.9,4.1,1,9.1,1,4.0,0.616806917211,0
5.2,3.0,3.3,0,4.6,2,3.0,0.660874183007,1
2.0,2.4,3.9,0,4.1,1,3.0,0.674983660131,1
3.6,4.0,0.5,0,4.7,2,1.0,0.501377995643,0
4.1,3.8,1.9,1,7.6,1,1.0,0.449545206972,0
4.5,1.7,0.4,0,7.8,0,4.0,0.65963916122,1
3.8,0.9,1.0,0,5.9,2,5.0,0.693380991285,0
2.9,2.3,0.8,1,7.3,1,5.0,0.575050381264,0
2.3,1.5,3.2,0,8.2,2,1.0,0.698694172113,0
3.6,2.4,1.4,0,8.6,1,2.0,0.617211328976,0
1.9,4.0,3.0,0,6.2,0,0.0,0.56091503268,1
0.0,2.0,2.5,0,3.7,0,4.0,0.582037037037,0
4.2,2.4,4.3,0,5.5,1,0.0,0.522086056645,0
4.9,2.6,0.2,0,6.0,2,1.0,0.612742374728,1
0.0,3.5,3.2,0,6.2,1,3.0,0.651782407407,0
2.0,0.0,3.1,0,6.3,2,6.0,0.888131808279,1
4.4,1.8,0.7,0,7.8,2,4.0,0.763973311547,1
6.6,2.8,2.9,0,8.0,2,1.0,0.588992374728,0
3.5,3.9,2.2,0,6.3,1,2.0,0.62520288671,1
2.4,1.9,1.5,0,7.8,2,6.0,0.779244281046,0
3.2,0.2,0.9,0,6.9,1,4.0,0.665612745098,0
5.6,3.2,1.0,0,6.6,1,4.0,0.560991285403,0
2.5,1.7,4.1,0,7.6,0,5.0,0.689748093682,0
2.3,1.1,1.8,1,6.6,1,3.0,0.555453431373,0
2.8,1.8,2.7,0,9.0,0,4.0,0.751838235294,1
2.1,2.3,0.9,0,4.8,2,3.0,0.618149509804,0
3.7,1.8,0.9,1,5.9,1,1.0,0.436789215686,0
5.9,0.0,3.0,0,6.3,1,2.0,0.667826797386,1
4.0,3.6,0.3,0,7.0,2,6.0,0.76135620915,1
3.1,4.0,1.3,0,8.0,1,6.0,0.759553376906,1
3.1,3.3,1.8,0,6.5,1,2.0,0.562585784314,0
1.2,1.1,1.9,0,4.8,0,4.0,0.59634667756,0
4.8,2.3,1.6,1,7.5,2,4.0,0.583372821351,0
3.4,2.5,2.2,0,7.4,0,1.0,0.525717592593,0
3.2,3.2,2.6,1,4.2,1,5.0,0.502047930283,0
8.3,3.3,2.6,1,6.5,1,5.0,0.467672930283,0
3.9,1.6,0.7,1,4.6,2,5.0,0.551546840959,0
2.4,2.6,1.5,0,5.7,2,3.0,0.638619281046,0
2.9,3.0,3.1,0,5.4,2,5.0,0.688499455338,0
5.2,4.2,2.8,1,7.5,0,2.0,0.408466775599,0
3.7,3.3,0.3,1,6.6,1,6.0,0.542275326797,0
1.3,3.4,2.2,0,5.0,1,6.0,0.660901416122,0
4.9,2.6,0.0,1,7.6,0,3.0,0.429779411765,0
2.5,4.2,1.9,1,4.8,1,1.0,0.400280501089,0
6.3,3.0,3.9,1,6.9,1,2.0,0.46285130719,0
5.1,1.5,0.8,0,5.5,1,6.0,0.621226851852,0
2.8,4.2,0.9,0,6.1,2,2.0,0.577671568627,0
5.4,3.3,2.6,0,7.1,1,6.0,0.648849400871,0
3.6,2.0,0.1,0,7.1,2,0.0,0.647952069717,1
4.8,1.9,1.1,0,8.1,1,1.0,0.643465413943,1
4.2,2.9,2.5,0,6.4,1,1.0,0.533544389978,0
2.2,3.1,1.1,0,6.9,1,0.0,0.531847766885,0
2.5,2.7,1.5,0,6.0,0,3.0,0.542479575163,0
5.0,2.9,2.6,0,6.7,0,6.0,0.603408224401,0
3.0,4.5,2.3,1,7.0,1,6.0,0.571757897603,0
2.9,3.8,2.1,0,6.4,2,6.0,0.788684640523,1
2.1,2.7,1.4,0,4.3,2,5.0,0.735556917211,1
4.1,3.6,2.2,0,6.9,0,5.0,0.580239651416,0
6.6,1.3,1.7,0,6.9,2,5.0,0.75183959695,1
1.9,3.0,2.3,0,5.7,2,5.0,0.701794662309,0
3.5,4.7,1.3,1,5.0,2,5.0,0.519369553377,0
5.6,2.2,1.6,0,8.3,2,0.0,0.581130174292,0
3.4,1.5,0.7,0,7.1,1,1.0,0.56474537037,0
4.2,1.7,1.8,0,6.2,1,3.0,0.590674019608,0
1.9,1.2,0.9,0,5.1,1,2.0,0.654803921569,1
4.1,1.6,0.6,0,5.5,1,5.0,0.609035947712,0
3.2,2.1,2.1,0,8.1,1,0.0,0.577765522876,0
5.0,0.8,2.0,0,6.7,1,6.0,0.763894335512,1
5.3,2.5,2.7,1,5.8,2,3.0,0.599595588235,1
7.4,3.6,1.3,0,7.1,2,3.0,0.643671023965,1
4.4,1.4,2.2,0,5.5,2,3.0,0.711195533769,1
4.0,4.3,2.4,0,8.3,2,0.0,0.581842320261,0
3.8,3.1,2.3,0,8.1,2,2.0,0.651390250545,0
3.0,3.7,0.9,0,5.9,0,5.0,0.553517156863,0
4.0,1.7,2.0,0,5.7,1,3.0,0.584666394336,0
3.1,3.5,2.2,0,3.4,1,0.0,0.43726171024,0
3.8,1.2,1.8,0,4.7,2,6.0,0.694607843137,0
5.5,3.6,0.0,0,4.9,1,1.0,0.422941176471,0
2.0,2.7,2.0,0,6.7,2,6.0,0.751210511983,0
5.2,3.2,4.2,1,6.1,0,0.0,0.36295751634,0
5.5,1.1,1.4,0,4.9,1,0.0,0.465556917211,0
3.3,1.4,1.0,0,6.2,2,0.0,0.575329520697,0
0.3,3.2,2.2,0,7.1,0,3.0,0.689798474946,1
2.6,1.4,2.1,1,7.1,1,0.0,0.48647875817,0
5.4,3.1,3.1,0,4.2,1,1.0,0.462506808279,0
3.5,0.9,0.4,0,6.3,1,3.0,0.679786220044,1
2.0,3.5,2.6,0,4.8,2,6.0,0.697599400871,0
2.7,1.0,2.4,0,7.6,1,1.0,0.624158496732,0
4.8,3.2,1.6,0,7.4,1,4.0,0.683997821351,1
4.3,3.3,2.2,0,5.4,0,6.0,0.569835239651,0
3.1,1.7,2.9,1,5.6,2,0.0,0.57638208061,1
2.9,3.2,2.8,0,5.9,1,5.0,0.642805010893,0
2.9,2.8,0.5,0,3.8,2,5.0,0.693730936819,1
2.1,1.9,2.7,1,6.9,2,3.0,0.614816176471,0
5.9,1.3,1.7,0,6.2,1,5.0,0.696692538126,1
3.0,0.1,1.9,0,7.7,2,6.0,0.885831971678,1
5.3,2.9,1.9,0,5.2,2,3.0,0.655243736383,1
5.8,0.6,1.6,0,5.8,1,6.0,0.645100762527,0
5.0,2.6,3.1,0,4.7,0,0.0,0.416440631808,0
2.9,2.2,1.7,1,5.3,2,2.0,0.515258714597,0
4.1,3.3,0.6,1,5.1,2,2.0,0.452160947712,0
3.5,2.1,1.4,0,7.7,1,1.0,0.577101034858,0
2.1,2.1,2.0,0,5.7,1,0.0,0.6156958061,1
4.0,3.4,3.2,0,6.6,2,5.0,0.693069172113,0
1.7,2.9,2.5,0,6.0,2,0.0,0.672662037037,1
5.3,2.9,0.9,0,5.0,2,4.0,0.580428921569,0
2.8,3.1,4.5,0,6.3,1,2.0,0.606629901961,0
3.8,0.7,2.1,0,7.2,2,5.0,0.745927287582,0
3.9,3.4,3.2,0,5.1,1,6.0,0.712333877996,1
3.1,3.2,1.6,0,7.5,1,6.0,0.686497821351,0
4.4,1.3,2.4,0,5.5,2,2.0,0.691033496732,1
2.8,2.2,2.7,0,5.9,2,0.0,0.666838235294,1
4.8,2.5,3.1,1,7.1,1,5.0,0.646845043573,1
1.5,2.3,3.0,0,5.7,1,1.0,0.582348856209,0
3.7,2.9,2.8,0,6.5,2,6.0,0.724312363834,0
6.4,4.2,1.5,1,6.1,1,0.0,0.333031045752,0
2.0,3.8,1.2,0,6.7,2,1.0,0.673733660131,1
2.5,0.9,2.2,1,3.6,2,5.0,0.586599945534,0
4.3,3.2,2.8,0,4.3,0,2.0,0.45309912854,0
3.8,4.1,1.6,0,7.2,2,4.0,0.729769880174,1
4.0,3.0,3.0,0,7.7,2,3.0,0.75510620915,1
4.2,3.8,3.4,1,5.4,2,2.0,0.490002723312,0
4.5,4.9,0.8,0,6.2,2,1.0,0.510565087146,0
5.2,3.7,0.9,0,6.9,2,0.0,0.514693627451,0
4.1,2.8,1.6,0,7.3,0,6.0,0.621350762527,0
3.1,3.8,2.1,0,4.1,1,5.0,0.652655228758,1
4.5,2.7,1.2,1,5.4,2,2.0,0.552741013072,1
6.3,2.5,3.3,0,6.1,1,6.0,0.633337418301,0
3.3,2.1,2.3,0,7.3,0,6.0,0.658963779956,0
2.0,4.4,1.8,0,9.5,2,4.0,0.73637254902,0
5.2,1.5,0.2,1,6.2,2,5.0,0.563073257081,0
3.3,4.3,0.4,1,4.8,0,1.0,0.312065631808,0
0.2,3.1,2.1,1,7.0,2,5.0,0.749456699346,1
4.8,0.8,0.0,0,8.1,2,5.0,0.717794117647,0
2.7,2.9,2.9,0,6.6,1,0.0,0.545940904139,0
3.4,0.0,1.6,0,5.4,2,3.0,0.743703703704,1
4.0,3.3,5.4,0,7.6,1,6.0,0.727536764706,0
3.8,3.6,4.3,0,7.3,0,1.0,0.606644880174,1
4.6,1.8,1.6,0,5.3,1,0.0,0.561277233115,1
2.8,2.6,1.7,0,7.0,1,6.0,0.692023420479,0
4.3,4.8,2.9,1,7.7,1,3.0,0.494580610022,0
3.1,1.9,3.7,0,7.9,2,0.0,0.731983932462,1
4.6,1.2,0.0,0,6.4,2,3.0,0.621323529412,0
4.4,4.3,0.0,1,6.1,1,3.0,0.419227941176,0
2.1,4.9,1.1,0,8.0,2,3.0,0.652362472767,0
5.1,2.5,2.4,0,5.0,0,0.0,0.413680555556,0
2.7,3.7,2.3,0,7.0,0,5.0,0.687052015251,1
4.7,4.1,3.0,0,4.9,2,3.0,0.652128267974,1
4.1,1.6,0.5,0,7.8,0,5.0,0.695054466231,1
6.3,1.9,0.0,0,6.2,1,6.0,0.678198529412,1
3.2,4.0,2.7,0,8.0,2,6.0,0.828529411765,1
3.0,4.5,0.9,0,7.1,1,1.0,0.598517156863,1
3.5,3.2,0.0,0,5.0,2,4.0,0.593235294118,0
3.0,1.4,2.0,0,8.2,1,5.0,0.720438453159,0
4.7,4.9,2.7,0,8.4,0,6.0,0.615183823529,0
1.1,1.9,1.7,0,7.6,1,4.0,0.780148420479,1
1.9,2.1,1.3,0,5.6,1,3.0,0.601354847495,0
1.9,2.9,1.6,1,6.1,1,4.0,0.618299291939,1
4.9,4.4,1.4,1,6.7,1,4.0,0.469270152505,0
6.1,3.5,0.3,1,5.7,2,3.0,0.528672385621,1
3.3,3.0,1.0,0,8.5,2,5.0,0.727829520697,0
3.2,3.1,2.4,0,6.7,1,3.0,0.60345996732,0
3.6,2.6,2.2,0,3.3,1,1.0,0.467813180828,0
5.2,3.2,2.0,0,6.9,1,2.0,0.620364923747,1
2.1,0.0,0.7,0,6.1,2,0.0,0.615811546841,0
3.9,2.1,1.6,0,6.4,2,3.0,0.640505174292,0
5.0,2.8,0.0,1,6.1,1,3.0,0.516764705882,1
4.3,1.1,2.0,0,7.5,2,4.0,0.710622276688,0
3.8,3.0,3.4,0,7.8,1,1.0,0.587061546841,0
5.0,2.3,0.2,0,6.8,0,6.0,0.581602668845,0
0.0,4.6,1.2,0,6.1,0,6.0,0.624027777778,0
4.5,4.4,2.2,0,6.5,1,4.0,0.573180827887,0
2.5,1.9,3.2,1,6.5,1,5.0,0.605164760349,0
0.8,2.3,1.3,1,5.5,0,3.0,0.4745166122,0
4.3,2.4,1.0,1,7.2,2,3.0,0.548932461874,0
5.6,2.0,0.0,0,7.1,1,4.0,0.581176470588,0
3.3,2.7,1.9,0,8.3,1,3.0,0.641787854031,0
4.9,1.6,4.0,0,8.0,1,5.0,0.707788671024,0
5.9,1.1,2.1,1,5.7,0,2.0,0.478868464052,1
5.5,3.2,1.8,0,7.5,1,0.0,0.497107843137,0
6.0,3.3,2.2,0,5.4,1,0.0,0.519835239651,1
4.6,1.5,1.8,0,7.3,1,0.0,0.619865196078,1
3.6,3.6,0.9,0,5.9,0,2.0,0.549803921569,1
1.1,1.7,2.7,0,5.3,1,3.0,0.636213235294,0
3.1,2.8,2.0,0,6.8,0,4.0,0.662423747277,1
2.2,3.5,1.8,0,3.3,2,6.0,0.644718137255,0
6.8,2.5,0.7,0,4.4,2,1.0,0.46849537037,0
3.2,3.0,3.2,0,6.3,0,3.0,0.637186819172,1
3.7,1.9,2.5,0,6.6,1,2.0,0.67111791939,1
4.3,2.3,1.2,0,6.1,0,5.0,0.566270424837,0
3.6,2.3,2.9,0,4.6,1,2.0,0.541308551198,0
6.0,1.6,1.3,0,5.5,1,6.0,0.610876906318,0
2.6,2.3,0.9,0,7.0,1,0.0,0.539325980392,0
3.8,0.6,1.0,0,7.2,1,3.0,0.631505991285,0
2.4,1.9,0.0,0,6.5,2,6.0,0.724522058824,0
1.5,2.2,2.3,0,7.9,1,0.0,0.603853485839,0
2.6,2.2,0.0,0,7.0,1,1.0,0.552867647059,0
3.4,2.2,0.4,0,5.6,1,5.0,0.609675925926,0
2.9,2.4,0.0,0,6.2,2,0.0,0.628823529412,1
2.5,3.1,1.7,0,4.8,2,1.0,0.557942538126,0
1.4,3.5,1.6,0,6.4,1,2.0,0.583372821351,0
3.4,1.7,1.4,0,7.8,2,0.0,0.613865740741,0
1.2,1.1,0.7,0,7.3,1,0.0,0.671068899782,1
4.6,1.2,0.5,0,8.2,2,4.0,0.698730936819,0
3.6,1.9,2.3,0,6.1,2,5.0,0.782419662309,1
1.3,2.1,1.2,0,8.1,0,5.0,0.752961601307,1
3.0,1.6,2.1,0,6.3,2,6.0,0.825669934641,1
2.4,0.9,0.8,0,8.3,1,2.0,0.650123910675,0
4.0,2.0,2.0,0,6.5,1,4.0,0.704041394336,1
5.5,2.7,3.2,1,7.3,1,6.0,0.582223583878,0
0.7,3.2,2.4,0,8.3,2,1.0,0.765702614379,1
3.7,1.8,1.3,0,6.3,1,6.0,0.667715141612,0
3.3,2.0,2.1,0,6.8,0,1.0,0.600375816993,1
4.5,1.4,1.5,0,8.0,2,2.0,0.736560457516,1
3.8,2.5,1.8,0,6.3,0,5.0,0.585232843137,0
2.4,1.5,1.4,0,4.9,0,1.0,0.487762799564,0
3.0,3.2,1.6,0,9.1,1,2.0,0.708262527233,1
2.3,0.4,2.0,0,5.9,1,6.0,0.799041394336,1
5.1,2.1,0.7,1,6.7,1,1.0,0.50349537037,1
3.5,2.9,0.7,0,7.9,0,3.0,0.556730664488,0
6.4,2.7,0.3,1,5.8,2,0.0,0.385878267974,0
3.4,5.7,0.0,0,5.3,2,6.0,0.605625,0
2.4,2.9,0.5,0,6.8,1,5.0,0.725679466231,1
1.2,1.3,2.0,0,4.3,1,6.0,0.681578159041,0
0.8,2.4,0.8,0,6.2,1,3.0,0.702734204793,1
1.1,0.4,2.4,1,6.8,2,2.0,0.70864379085,1
3.9,2.4,1.8,0,6.2,0,2.0,0.507843137255,0
4.3,1.5,0.0,0,4.6,0,6.0,0.550992647059,0
1.1,3.6,2.5,0,8.4,2,3.0,0.805125272331,1
4.8,1.8,2.7,0,6.6,1,6.0,0.676544117647,0
2.8,2.4,0.7,0,8.2,1,0.0,0.560958605664,0
3.7,1.7,2.3,1,6.2,2,0.0,0.491904956427,0
5.9,4.6,0.9,0,5.4,2,4.0,0.547965686275,0
4.8,2.1,1.9,0,6.8,1,1.0,0.539067265795,0
3.1,4.7,0.4,0,6.2,2,4.0,0.608095043573,0
2.2,3.5,0.0,0,5.1,0,0.0,0.413051470588,0
0.3,3.1,1.4,1,8.3,2,3.0,0.639821623094,0
2.4,2.9,1.7,0,5.8,1,1.0,0.618457244009,1
3.2,3.0,1.4,1,4.3,2,3.0,0.490520152505,0
2.0,0.2,0.5,0,8.1,2,4.0,0.84086328976,1
3.3,2.2,1.4,0,5.9,2,2.0,0.688755446623,1
3.6,3.5,2.1,0,5.8,2,3.0,0.611956699346,0
3.2,2.4,1.8,0,4.4,1,4.0,0.655196078431,1
2.5,0.8,2.0,0,8.6,1,4.0,0.725511982571,0
3.8,2.4,1.1,0,5.0,1,4.0,0.569237472767,0
4.2,4.5,3.1,0,6.6,2,2.0,0.592433278867,0
1.9,4.0,0.5,1,7.6,2,2.0,0.618877995643,1
5.6,2.4,2.3,0,7.0,1,6.0,0.735250544662,1
3.4,3.6,3.1,0,6.4,2,2.0,0.618425925926,0
3.5,2.1,2.3,0,4.5,2,1.0,0.560434368192,0
4.6,0.5,1.6,0,5.5,2,2.0,0.690652233115,1
3.8,1.4,1.2,0,6.7,2,2.0,0.711968954248,1
4.9,4.4,2.9,0,5.6,1,2.0,0.503992374728,0
3.9,2.2,0.2,0,6.7,0,3.0,0.605389433551,1
2.6,2.2,0.7,0,7.3,0,2.0,0.545738017429,0
4.0,2.1,1.4,0,7.7,1,1.0,0.568277505447,0
1.8,4.8,3.2,0,5.0,2,4.0,0.640642701525,0
3.7,4.5,2.2,0,9.1,2,3.0,0.675423474946,0
3.5,5.2,0.7,1,7.4,2,0.0,0.516105664488,1
3.2,2.3,1.5,0,6.5,2,2.0,0.625126633987,0
3.3,2.9,1.1,0,7.8,0,6.0,0.638686002179,0
0.7,0.7,1.0,0,9.3,0,6.0,0.761836873638,0
2.7,4.3,2.9,0,4.8,0,4.0,0.524690904139,0
3.6,1.1,0.3,1,6.2,1,4.0,0.52529003268,0
3.7,2.8,3.6,0,3.6,1,3.0,0.620539215686,1
2.0,1.2,2.7,0,6.7,0,6.0,0.689705882353,0
5.4,1.8,3.0,1,6.9,1,0.0,0.437900326797,0
2.2,1.5,1.3,1,6.5,0,5.0,0.539810729847,0
5.0,1.8,1.6,0,5.7,2,6.0,0.684218409586,0
4.1,1.9,0.2,0,4.0,1,6.0,0.584985021786,0
2.5,1.8,1.2,1,6.9,1,1.0,0.487410130719,0
6.2,3.5,2.3,0,8.2,1,5.0,0.629037309368,0
1.7,1.2,3.2,0,5.8,2,4.0,0.809907407407,1
4.9,2.8,0.6,0,7.0,1,5.0,0.609918300654,0
5.0,4.0,1.4,0,4.6,1,6.0,0.562505446623,0
2.5,1.9,1.6,0,7.0,2,4.0,0.708961056645,0
5.6,1.6,0.3,0,6.0,1,5.0,0.590620915033,0
3.1,2.2,2.5,0,5.6,2,4.0,0.671081154684,0
3.9,3.9,1.0,0,5.6,1,4.0,0.552866285403,0
3.9,2.7,1.6,0,6.0,1,3.0,0.569255174292,0
3.3,1.9,1.3,0,7.0,0,0.0,0.570398965142,1
4.7,3.1,0.9,0,4.9,2,4.0,0.664767156863,1
4.7,1.2,1.8,0,6.0,1,1.0,0.536225490196,0
0.9,3.3,1.6,1,6.5,0,6.0,0.558446350763,0
5.5,3.0,1.4,0,5.2,1,6.0,0.667431917211,1
1.0,2.1,1.0,0,8.7,1,1.0,0.720292755991,1
5.0,1.5,2.2,0,5.5,0,2.0,0.493732298475,0
5.2,1.4,3.6,0,5.7,2,4.0,0.667818627451,0
1.9,3.1,2.0,0,5.3,2,4.0,0.660475217865,0
2.9,4.0,2.9,0,8.7,0,4.0,0.704286492375,1
1.8,1.7,0.3,0,7.2,1,5.0,0.685804738562,0
3.2,3.1,2.0,0,5.4,2,4.0,0.640034041394,0
3.0,0.0,0.6,1,7.8,1,4.0,0.600947712418,0
4.7,1.8,0.2,1,6.7,1,1.0,0.428771786492,0
5.5,2.5,1.0,0,6.8,1,0.0,0.560880991285,1
5.6,1.4,3.1,0,6.1,2,0.0,0.563352396514,0
2.7,1.4,2.8,0,5.6,2,2.0,0.727584422658,1
3.2,1.7,2.1,1,6.9,2,1.0,0.620265522876,1
1.0,2.9,0.1,0,5.8,0,4.0,0.564459422658,0
2.3,2.3,1.6,1,8.7,1,0.0,0.50749046841,0
4.9,0.0,2.1,1,5.0,2,3.0,0.544640522876,0
5.9,0.0,2.0,1,8.3,0,3.0,0.508011982571,0
1.6,1.8,0.0,0,6.4,2,3.0,0.663014705882,0
2.6,3.0,0.8,0,6.9,2,4.0,0.672219498911,0
3.5,0.0,1.7,0,7.5,0,4.0,0.720920479303,1
3.9,1.9,2.4,0,5.7,2,2.0,0.613607026144,0
2.3,1.9,0.0,1,7.5,1,6.0,0.691286764706,1
4.1,4.2,1.6,0,3.3,2,2.0,0.495100762527,0
2.8,2.0,2.0,0,5.6,1,2.0,0.652717864924,1
3.5,3.0,2.7,0,5.4,1,5.0,0.621985294118,0
4.3,2.7,2.6,1,5.0,2,3.0,0.512011165577,0
3.5,0.0,2.4,0,6.2,2,4.0,0.718790849673,0
2.8,3.4,0.9,0,7.0,0,3.0,0.540171568627,0
3.3,2.8,0.0,0,7.3,1,2.0,0.561764705882,0
3.4,3.1,1.4,0,6.8,0,4.0,0.562615740741,0
2.9,7.2,2.9,1,5.7,1,1.0,0.374286492375,0
3.1,0.0,3.3,0,6.9,1,0.0,0.606683006536,0
5.9,4.6,2.6,1,6.6,1,0.0,0.44315087146,1
4.3,2.2,2.3,0,7.6,1,2.0,0.676941721133,1
3.1,2.8,2.2,0,7.4,0,6.0,0.73038671024,1
4.5,2.4,1.2,1,6.5,0,3.0,0.510866013072,1
3.0,2.0,1.7,0,5.4,0,1.0,0.484744008715,0
5.3,1.8,3.6,0,5.7,1,4.0,0.688553921569,1
4.1,2.9,0.8,1,5.8,2,6.0,0.660123910675,1
3.3,0.7,3.6,0,6.1,0,3.0,0.679473039216,1
4.2,3.4,1.4,0,6.8,2,2.0,0.592873093682,0
1.1,2.0,3.3,0,7.4,2,3.0,0.741977124183,0
1.8,1.1,0.3,0,6.4,2,2.0,0.652054738562,0
1.7,2.0,2.4,0,6.5,2,5.0,0.745555555556,0
3.7,4.0,1.0,0,6.7,2,0.0,0.612020697168,1
6.1,1.9,0.2,0,5.9,0,6.0,0.547190904139,0
6.8,2.9,2.0,0,5.4,1,0.0,0.43025462963,0
4.5,1.6,2.9,1,4.4,2,3.0,0.598551198257,1
4.3,3.4,0.9,0,5.7,1,1.0,0.481200980392,0
0.8,3.3,0.2,0,7.1,2,4.0,0.694470315904,0
2.7,4.7,1.7,1,5.7,0,2.0,0.381913126362,0
2.3,2.3,1.7,0,6.2,2,4.0,0.686471949891,0
2.6,3.3,2.4,0,7.1,1,0.0,0.625298202614,1
3.2,2.6,2.8,0,7.1,1,1.0,0.658760893246,1
2.8,4.1,1.7,1,5.2,1,1.0,0.483898420479,1
0.5,1.6,3.8,1,7.7,2,4.0,0.789972766885,1
4.6,3.4,2.0,0,7.9,2,0.0,0.652203159041,1
1.9,2.3,1.4,0,5.1,1,4.0,0.611586328976,0
3.9,2.4,0.0,1,5.5,2,3.0,0.578676470588,1
6.6,2.6,1.5,0,7.9,1,1.0,0.519501633987,0
2.1,2.8,1.4,1,6.3,0,1.0,0.413681917211,0
0.0,2.4,2.9,0,3.8,0,3.0,0.557962962963,0
3.1,2.8,2.3,0,4.8,0,0.0,0.436868191721,0
5.2,4.4,0.5,0,6.2,1,1.0,0.453142701525,0
6.4,3.7,2.0,0,5.1,1,6.0,0.564813453159,0
1.7,3.5,2.5,0,6.0,2,5.0,0.706412037037,0
4.2,2.0,3.5,0,6.5,2,5.0,0.717734204793,0
2.8,1.4,2.8,0,8.3,0,5.0,0.688319716776,0
3.3,3.6,2.6,0,6.2,1,2.0,0.637783224401,1
7.5,3.6,1.9,1,7.8,1,6.0,0.523295206972,0
1.2,4.3,2.2,0,8.2,1,2.0,0.625791122004,0
3.9,1.8,3.2,0,8.2,0,0.0,0.539833877996,0
4.2,2.2,0.3,1,6.8,0,3.0,0.514076797386,1
5.1,0.5,1.4,0,4.1,2,4.0,0.613865740741,0
3.6,2.0,1.0,1,7.1,2,6.0,0.64128540305,0
4.0,3.7,2.2,0,7.8,0,0.0,0.557629357298,1
2.9,1.9,3.2,0,6.4,1,4.0,0.660605936819,0
3.9,3.3,1.1,1,8.6,1,0.0,0.450597766885,0
3.0,2.3,0.0,0,7.5,2,2.0,0.631433823529,0
4.4,2.9,1.3,0,7.2,1,5.0,0.632237200436,0
2.9,1.1,2.8,0,7.8,0,3.0,0.629680010893,0
4.1,2.6,2.4,0,6.9,2,2.0,0.626952614379,0
3.5,0.0,2.3,0,3.5,1,3.0,0.654809368192,1
5.2,2.3,1.5,0,5.9,1,6.0,0.62483251634,0
3.4,0.5,0.4,0,7.9,1,4.0,0.674050925926,0
0.8,3.9,2.4,0,5.5,1,0.0,0.525812908497,0
5.4,3.4,0.9,0,6.2,1,1.0,0.474289215686,0
2.1,3.1,4.2,0,5.2,1,1.0,0.642038398693,1
2.5,4.3,2.4,0,8.6,1,3.0,0.640812908497,0
2.6,1.4,1.2,0,8.5,0,5.0,0.673145424837,0
5.6,4.6,1.1,0,5.4,2,5.0,0.661222766885,1
0.3,3.6,1.7,0,6.7,0,3.0,0.664891067538,1
8.2,2.2,1.5,0,5.7,0,2.0,0.498766339869,1
5.1,3.9,3.0,0,7.2,2,1.0,0.576319444444,0
3.8,1.2,2.0,0,7.1,2,2.0,0.7375708061,1
3.4,1.5,1.0,0,7.5,2,4.0,0.784189814815,1
3.9,1.8,3.9,0,6.9,1,1.0,0.592704248366,0
4.3,1.9,1.9,0,10.0,1,4.0,0.706640795207,0
4.5,1.2,2.6,0,5.3,2,0.0,0.639106753813,1
4.3,4.0,1.1,1,4.4,2,2.0,0.505413943355,1
3.6,2.2,2.2,0,6.0,1,3.0,0.672813180828,1
3.2,2.9,2.1,0,4.6,2,1.0,0.630265522876,1
3.3,1.8,0.0,0,4.7,0,2.0,0.545514705882,1
3.2,0.3,4.0,1,5.3,2,3.0,0.604663671024,0
5.2,2.8,3.2,0,5.4,2,0.0,0.608142701525,1
4.4,0.2,1.4,0,5.4,2,1.0,0.589343681917,0
0.0,2.4,0.6,1,7.1,2,4.0,0.641388888889,0
4.5,0.9,2.2,0,5.9,2,0.0,0.573805827887,0
3.8,4.9,1.9,0,6.3,0,5.0,0.541714324619,0
3.5,3.6,2.2,0,7.6,1,3.0,0.60832788671,0
2.9,2.6,2.0,0,5.6,0,1.0,0.484703159041,0
5.2,4.0,2.4,0,6.2,1,1.0,0.488790849673,0
4.9,1.5,3.4,0,6.9,2,6.0,0.828274782135,1
2.3,3.2,2.4,0,4.2,1,6.0,0.709967320261,1
4.1,2.7,0.6,0,3.6,1,0.0,0.415910947712,0
2.0,2.8,3.3,0,6.9,1,1.0,0.598594771242,0
1.4,4.0,3.6,0,7.1,2,3.0,0.69612745098,0
2.6,3.4,5.3,0,9.0,0,0.0,0.583886165577,0
4.8,2.8,0.6,0,6.7,1,4.0,0.579183006536,0
4.9,0.5,2.1,0,7.5,0,0.0,0.512765522876,0
4.3,1.3,0.0,1,6.3,2,0.0,0.457242647059,0
4.6,2.4,2.4,0,6.9,0,4.0,0.571879084967,0
4.3,2.6,1.2,0,8.5,2,5.0,0.720645424837,0
2.5,1.1,3.9,0,4.0,1,6.0,0.683035130719,0
4.1,5.4,0.9,0,7.0,0,3.0,0.559730392157,1
4.7,4.3,0.0,0,9.1,2,5.0,0.678933823529,0
4.6,3.2,1.3,0,6.8,0,5.0,0.643082788671,1
5.3,2.6,0.0,1,8.5,1,5.0,0.625220588235,1
4.6,2.2,2.6,0,5.7,0,6.0,0.59859204793,0
4.0,1.4,0.0,1,6.5,1,2.0,0.545661764706,1
5.1,2.6,1.8,0,6.5,1,6.0,0.640416666667,0
3.5,2.8,0.0,0,3.8,1,5.0,0.625735294118,1
2.2,1.0,1.4,0,5.1,0,2.0,0.530667211329,0
3.3,2.9,3.6,0,5.2,1,4.0,0.690723039216,1
2.4,2.3,2.2,0,7.5,2,6.0,0.774614651416,0
2.5,0.2,0.9,1,7.5,2,3.0,0.707965686275,1
3.3,1.5,1.8,1,6.9,1,5.0,0.587806372549,0
